id,name,clouds.all,sys.country,dt,main.humidity,coord.lat,coord.lon,main.temp,wind.speed
4944903,Nantucket,20,US,1577295760,52,41.28,-70.1,42.28,6.93
2028164,Deputatskiy,99,RU,1577295767,97,69.3,139.9,-17.77,1.77
3887127,Iquique,19,CL,1577295513,57,-20.22,-70.14,75.2,14.99
2986626,Plouzane,100,FR,1577295769,87,48.38,-4.62,48.16,10.29
3838859,Rio Gallegos,75,AR,1577295769,21,-51.62,-69.22,69.8,20.8
1059051,Miandrivazo,100,MG,1577295770,72,-19.53,45.46,81.63,5.7
685981,Manta,95,RO,1577295770,72,45.1,24.1,38.48,1.92
2413753,Brufut,100,GM,1577295771,28,13.38,-16.75,95.0,2.24
6113406,Prince Rupert,1,CA,1577295771,92,54.32,-130.32,30.2,4.7
2686469,Ornskoldsvik,100,SE,1577295771,100,63.29,18.72,26.6,5.82
3496134,Monte Plata,75,DO,1577295772,94,18.81,-69.79,83.97,6.93
2630299,Hofn,3,IS,1577295773,78,64.25,-15.21,40.59,9.93
876233,Leua,47,AO,1577295773,86,-11.65,20.45,69.44,4.16
933390,Kalakamati,20,BW,1577295774,17,-20.59,27.31,95.0,6.93
227592,Katete,100,UG,1577295774,94,-0.78,29.75,61.63,1.59
2618795,Klaksvik,5,FO,1577295775,93,62.23,-6.59,35.6,1.12
3144987,Beisfjord,46,NO,1577295775,92,68.38,17.6,27.19,11.41
2501152,Constantine,0,DZ,1577295504,71,36.36,6.61,50.0,2.24
1215502,Banda Aceh,100,ID,1577295776,91,5.56,95.32,72.3,4.36
3893629,Coquimbo,20,CL,1577295511,72,-29.95,-71.34,64.4,12.75
6164499,The Pas,90,CA,1577295777,84,53.82,-101.24,5.0,6.93
1629380,Ruteng,27,ID,1577295778,89,-8.61,120.46,68.77,3.36
3138076,Snasa,99,NO,1577295778,96,64.25,12.38,22.05,0.96
3625542,Valera,44,VE,1577295779,59,9.31,-70.61,85.23,3.69
6088469,Nipawin,90,CA,1577295779,92,53.36,-104.02,17.6,5.82
1337607,Kudahuvadhoo,45,MV,1577295780,73,2.67,72.89,83.55,6.04
1640972,Katobu,79,ID,1577295781,89,-4.94,122.53,76.6,0.83
3031871,Veraval,11,FR,1577295782,86,49.65,0.71,39.65,3.36
965528,Phalaborwa,16,ZA,1577295782,23,-23.95,31.14,95.0,3.36
2121025,Srednekolymsk,100,RU,1577295783,97,67.46,153.71,-17.05,4.27
4021858,Guerrero Negro,59,MX,1577295783,60,27.97,-114.04,60.82,16.55
3981460,Coahuayana,0,MX,1577295784,33,18.62,-100.35,88.68,2.77
4231997,Avera,1,US,1577295784,54,33.19,-82.53,58.98,4.7
3372783,Ponta Delgada,40,PT,1577295785,67,37.73,-25.67,60.8,14.99
6359954,Pravia,100,ES,1577295785,71,43.49,-6.11,56.8,3.36
3664525,Codajas,100,BR,1577295786,85,-3.84,-62.06,79.3,3.71
1061605,Manakara,100,MG,1577295787,91,-22.14,48.01,76.24,4.5
1586185,Cao Bang,80,VN,1577295525,92,22.67,106.25,64.53,2.13
2736041,Gondar,20,PT,1577295788,63,41.82,-8.78,61.59,14.99
3466430,Cerqueira Cesar,0,BR,1577295789,40,-23.04,-49.17,85.28,4.92
3143427,Orje,71,NO,1577295790,100,59.48,11.66,30.43,1.12
2019323,Nerchinskiy Zavod,0,RU,1577295791,98,51.31,119.61,-25.6,2.46
226853,Paidha,28,UG,1577295791,62,2.42,30.99,70.45,5.59
57000,Hobyo,35,SO,1577295792,69,5.35,48.53,77.31,19.66
2646658,Honiton,41,GB,1577295793,93,50.8,-3.19,41.94,8.05
3119841,Beira,100,ES,1577295794,55,43.2,-8.36,62.06,9.17
5711847,Astoria,20,US,1577295794,93,46.19,-123.83,40.08,4.7
4033356,Tiarei,20,PF,1577295795,69,-17.53,-149.33,82.17,3.36
2014833,Tura,100,RU,1577295795,99,64.27,100.22,-14.44,1.54
3037456,Saint-Joseph,0,FR,1577295796,93,43.56,6.97,53.11,3.36
3452712,Porto Murtinho,27,BR,1577295796,31,-21.7,-57.88,103.23,8.46
3354178,Ongandjera,87,NA,1577295797,30,-17.88,15.07,87.82,5.93
1505965,Igrim,7,RU,1577295797,93,63.19,64.42,-18.08,1.66
5793639,Ellensburg,90,US,1577295798,69,47.0,-120.55,31.68,3.36
4005870,General Cepeda,5,MX,1577295798,40,25.38,-101.48,69.8,9.01
3388456,Sao Jose da Coroa Grande,7,BR,1577295799,76,-8.9,-35.15,80.65,15.68
2120591,Tilichiki,100,RU,1577295799,98,60.47,166.1,-3.15,8.05
2021017,Kysyl-Syr,47,RU,1577295800,98,63.9,122.77,-39.84,5.91
1516589,Zhezkazgan,75,KZ,1577295801,84,47.8,67.71,6.8,8.95
2012530,Zhigansk,1,RU,1577295801,92,66.77,123.37,-35.77,3.91
918905,Chinsali,100,ZM,1577295802,92,-10.55,32.07,68.52,0.83
1525798,Balkhash,56,KZ,1577295802,88,46.84,74.98,12.87,4.59
1253628,Ginda,0,IN,1577295803,32,30.69,78.49,37.0,4.68
493040,Sigayevo,50,RU,1577295803,78,56.42,53.78,19.99,4.18
3928317,Lircay,75,PE,1577295804,52,-12.99,-74.72,66.2,4.7
6156307,Stettler,22,CA,1577295805,90,52.32,-112.71,14.0,1.99
6063191,Mackenzie,90,CA,1577295805,85,55.34,-123.09,14.0,3.36
2185329,Otane,99,NZ,1577295805,92,-39.89,176.62,53.01,1.36
1056899,Sambava,100,MG,1577295806,99,-14.27,50.17,73.98,1.79
3919715,Colquiri,40,BO,1577295806,26,-17.42,-67.13,69.8,8.05
3451261,Caxito,20,BR,1577295807,65,-22.65,-42.51,82.4,11.41
7671223,Kloulklubed,75,PW,1577295808,83,7.04,134.26,78.8,5.82
359796,Suez,1,EG,1577295808,51,29.97,32.54,57.88,10.94
4931273,Brewster,20,US,1577295737,65,41.76,-70.08,41.95,6.93
3623961,Daniel Flores,99,CR,1577295809,91,9.34,-83.67,60.53,4.38
5894164,Barrhead,1,CA,1577295809,91,54.12,-114.4,-0.4,6.35
3462672,Santa Maria,75,BR,1577295810,61,-16.02,-48.01,80.29,8.05
1058080,Nosy Varika,100,MG,1577295810,88,-20.58,48.53,76.96,1.61
5354943,Half Moon Bay,1,US,1577295811,87,37.46,-122.43,46.62,5.82
503682,Putyatino,54,RU,1577295811,76,54.16,41.12,28.0,4.14
3424901,Aasiaat,0,GL,1577295812,62,68.71,-52.87,0.88,6.44
1062663,Mahajanga,20,MG,1577295812,69,-15.72,46.32,82.4,4.7
698782,Perehonivka,90,UA,1577295812,100,49.98,30.49,41.41,4.07
5859699,College,90,US,1577295813,82,64.86,-147.8,-13.05,2.01
3391889,Pitimbu,75,BR,1577295799,58,-7.47,-34.81,86.0,17.22
5059429,Key West,90,US,1577295814,100,47.93,-96.78,20.46,8.05
2733851,Soure,100,PT,1577295815,81,40.06,-8.63,61.03,4.74
4696310,Harper,90,US,1577295815,82,30.3,-99.24,59.88,10.29
1142264,Farah,0,AF,1577295816,42,32.37,62.11,48.81,0.72
1035025,Nacala,100,MZ,1577295817,86,-14.56,40.69,77.58,2.71
1505466,Isetskoye,98,RU,1577295817,95,56.49,65.32,24.66,6.91
582750,Aleksin,90,RU,1577295817,90,54.5,37.07,32.0,2.24
95788,Hit,0,IQ,1577295818,41,33.64,42.83,58.1,1.97
